"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","type_desc","shortcode_ima","loccount"
"2438","Loseyite","6","0","1929","1929","1929","1929","5","B","A","30","9","Bauer, L., Berman, H. (1929) Loseyite–A new Franklin mineral. American Mineralogist: 14: 150-153.","Los","4"
"2439","Lotharmeyerite","1","1985","1983","1982","1983","1983","8","C","G","15","1","Dunn, P.J. (1983) Lotharmeyerite, a new mineral from Mapimi, Durango, Mexico. The Mineralogical Record: 14: 35-36.","Lmy","5"
"2440","Loudounite","1","0","1980","1982","1983","1983","9","H","F","10","1","Dunn, P.J., Newbury, D. (1983) Loudounite, a new zirconium silicate from Virginia. The Canadian Mineralogist: 21: 37-40.","Ldo","2"
"2441","Loughlinite","1","0","1960","1960","1960","1960","9","E","E","25","1","Fahey, J.J., Ross, M., Axelrod, J.M. (1960) Loughlinite, a new hydrous sodium magnesium silicate. American Mineralogist: 45: 270-281.","Lou","6"
"2442","Lourenswalsite","1","0","1987","1987","1987","1987","9","E","J","05","1","Appleman, D.E., Evan, H.T., Jr., Nord, G.L., Dwornik, E.J. and Milton, Charles (1987) DeLindeite and lourenswalsite, two new titanosilicates from the Magnet Cove region, Arkansas. Mineralogical Magazine: 51: 417-425.","Lrw","1"
"2443","Lovdarite","1","0","1973","1972","1973","1973","9","G","F","15","1","Men'shikov, Y.P., Denisov, A.P., Uspenskaya, Y.I., Lipatova, E.A. (1973) Lovdarite, a new hydrous alkali-beryllium silicate. Doklady Akademii Nauk SSSR: 213: 130-133.","Lov","6"
"2444","Loveringite","1","0","1978","1977","1978","1978","4","C","C","40","1","Gatehouse, B.M., Grey, I.E., Campbell I.H., Kelly, P. (1978) The crystal structure of loveringite - a new member of the crichtonite group. American Mineralogist: 63: 28-36.","Lvg","12"
"2445","Lovozerite","6","0","1939","1939","1938",\N,"9","C","J","15a","9","","Lvz","23"
"2463","Löweite","6","0","","1847","1847","1847","7","C","C","45","9","Haidinger, W. (1847) Über den Löweit, eine neue Species aus der Ordnung der Salze. Abhandlungen der Königlichen Böhmischen Gesellschaft der Wissenschaften: 4: 663-666.","Löw","32"
"2447","Luanheite","1","0","1984","1983","1984","1984","1","A","D","15b","1","Shao, D., Zhou J., Zhang J., Bao, D. (1984) Luanheite - A new mineral. Acta Mineralogica Sinica: 4(2): 97-101.","Lua","19"
"42731","Luanshiweiite","1","2012","","2011",\N,"2013","9","E","C","10","1","Fan G., Li G., Shen G., Xu J., Dai J. (2013) Luanshiweiite: A New Member of Lepidolite Series. Acta Mineralogica Sinica: 33: 713-721.","Lsw","2"
"2448","Luberoite","1","0","1992","1990","1977","1992","2","B","C","35","1","Jebwab, J., Cervelle, B., Gouet, G., Hubaut, X., Piret, P. (1992) The new platinum selenide luberoite Pt5Se4 from the Lubero region (Kivu Province, Zaire). European Journal of Mineralogy: 4: 683-692.","Lub","5"
"54367","Luboržákite","0",\N,"","2020",\N,"2020","0","0","0","","1","Kasatkin, A. V., Makovicky, E., Plášil, J., Škoda, R., Agakhanov, A. A., Stepanov, S. Y., & Palamarchuk, R. S. (2020). Luboržákite, Mn2AsSbS5, a new member of pavonite homologous series from Vorontsovskoe gold deposit, Northern Urals, Russia. Mineralogical Magazine, 84(5), 738-745.","Lbž","1"
"41602","Lucabindiite","1","2011","1992","2011",\N,"2013","3","C","L","05","1","Garavelli, A., Mitolo, D., Pinto, D., Vurro, F. (2013) Lucabindiite, (K,NH4)As4O6(Cl,Br), a new fumarole mineral from the ""La Fossa"" crater at Vulcano, Aeolian Islands, Italy. American Mineralogist: 98: 470–477.","Lbd","4"
"2449","Lucasite-(Ce)","1","0","","1986","1987",\N,"4","D","H","10","1","","Lca-Ce","7"
"46794","Lucchesiite","1","2015","","2015",\N,\N,"9","C","K","05","1","","Lcc","2"
"2450","Luddenite","1","0","1982","1981","1982","1982","9","H","H","10","1","Williams, S. A. (1982). Luddenite, a new copper-lead silicate from Arizona. Mineralogical Magazine, 46(340), 363-364.","Ldd","6"
"2451","Ludjibaite","1","1987","1987","1987","1981","1988","8","B","D","25","1","Piret, P., Deliens, M. (1988) Description de la ludjibaïte, un polymorphe de la pseudomalachite, Cu5(PO4)2(OH)4. Bulletin de Minéralogie: 111: 167-171.","Ldj","16"
"2452","Ludlamite","6","0","1877","1885","1877",\N,"8","C","D","20","9","","Lud","76"
"2453","Ludlockite","1","0","1970","1969","1970","1970","4","J","A","45","1","Davis, R.J., Embrey, P.G., Hey, M.H. (1970) Ludlockite: A new arsenate mineral. Mineralogical Society of Japan Special Paper 1: 264-264.","Ldl","21"
"2454","Ludwigite","6","0","1874","1874","1874","1874","6","A","B","30","9","Tschermak, G. (1874) Ludwigit, ein neues mineral aus dem Banate. Mineralogische und petrographische Mittheilungen, Vienna: 1874: 59-66.","Ldw","154"
"2455","Lueshite","1","0","1959","1959","1951",\N,"4","C","C","30","1","","Lue","23"
"2456","Luetheite","1","1976","1976","1976","1977",\N,"8","D","D","05","1","","Lut","7"
"39672","Luinaite-(OH)","1","2009","","2009",\N,\N,"9","C","K","05","1","","Lui-OH","11"
"7159","Lukechangite-(Ce)","1","0","1995","1996","1997","1997","5","B","D","05","1","Grice, J.D., and Chaso, G.Y. (1997) Lukechangite (Ce), a new rare earth fluorocarbonate mineral from Mont Saint Hilaire, Quebec. American Mineralogist: 82: 1255-1260.","Luk-Ce","1"
"46061","Lukkulaisvaaraite","1","2013","","2013",\N,\N,"2","B","C","40","1","","Lkk","4"
"11010","Lukrahnite","1","1999","","1999",\N,\N,"8","C","G","20","1","","Lkr","6"
"7058","Lulzacite","1","0","","1998",\N,\N,"8","B","K","25","1","","Lul","1"
"53218","Lumsdenite","0",\N,"","2018",\N,"2020","8","F","D","10","1","Kampf, A.R., Hughes, J.M., Nash, B.P., Marty, J. and Rose, T.P. (2020) Lumsdenite, NaCa3Mg2(As3+V4+2V5+10As5+6O51)·45H2O, a new polyoxometalate mineral from the Packrat mine, Mesa County, Colorado, USA. The Canadian Mineralogist: 58(1): 137–151.","Lum","1"
"2457","Lun'okite","1","0","1983","1982","1983","1983","8","D","H","20","1","Voloskin, A.V., Pakhomovskii, Y.A., Tyusheva, F.N. (1983) Lun'okite, a new phosphate, the manganese analogue of overite, from granitic pegmatites of the Kola Peninsula. Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva: 112(2): 232-237. (in Russian)","Lun","6"
"2458","Lüneburgite","6","0","1870","1870","1870","1870","6","A","C","60","9","Nöllner, C. (1870) Über den Lüneburgit. Sitzungsberichte der königlich bayerischen Akademie der Wissenschaften zu München, Band I: 291-293.","Lbu","17"
"2459","Lunijianlaite","1","0","1990","1989","1990",\N,"9","E","C","60","1","","Lji","1"
"7677","Luobusaite","1","2006","","2005",\N,"2006","1","B","B","25","1","Bai, W., Shi, N., Fang, Q., Li, G., Yang, J., Xiong, M., Rong, H. (2006) Ruobusaite - a new mineral. Acta Geologica Sinica: 80(10): 1487-1490.","Luo","3"
"47789","Luogufengite","0",\N,"","2016",\N,"2017","4","C","B","90","1","Xu, H., Lee, S., Xu, H. (2017) Luogufengite: A new nano-mineral of Fe2O3 polymorph with giant coercive field. American Mineralogist: 102: 711-719.","Lgf","1"
"42734","Lusernaite-(Y)","1","2012","","2011",\N,\N,"5","D","B","35","1","","Lus-Y","4"
"53224","Lussierite","0",\N,"","2018",\N,"2019","7","E","C","75","1","Kampf, A.R., Olds, T.A., Plášil, J., Nash, B.P., Marty, J. (2019) Lussierite, a new sodium-uranyl-sulfate mineral with bidentate UO<sub>7</sub>–SO<sub>4</sub> linkage from the Blue Lizard mine, San Juan County, Utah, USA. Mineralogical Magazine: 83(6): 799-808.","Lsi","1"
"53538","Luxembourgite","0",\N,"","2019",\N,"2020","2","H","B","20e","1","Philippo, S., Hatert, F., Bruni, Y., Vignola, P., Sejkora, J. (2020) Luxembourgite, AgCuPbBi4Se8, a new mineral species from Bivels, Grand Duchy of Luxembourg. European Journal of Mineralogy: 32: 449-455.","Lux","2"
"2461","Luzonite","6","0","1874","1874","1869",\N,"2","K","A","10","9","","Luz","240"
"2464","Lyonsite","1","0","1987","1986","1987",\N,"8","A","B","40","1","","Lyo","7"
"2505","Macaulayite","1","0","","1981","1981",\N,"9","E","C","65","1","","Mcy","3"
"2506","Macdonaldite","1","0","1964","1964","1965",\N,"9","E","B","05","1","","Mcd","11"
"2507","Macedonite","1","0","1971","1970","1962","1971","4","C","C","35","1","Radusinović, D. and C. Markov (1971) Macedonite - lead titanate: a new mineral. American Mineralogist: 56: 387-394.","Mce","6"
"2508","Macfallite","1","1974","1974","1974","1979",\N,"9","B","G","15","1","","Mcf","6"
"2510","Machatschkiite","1","0","1977","1976","1977",\N,"8","C","J","35","1","","Mct","1"
"50775","Machiite","0",\N,"","2016",\N,"2020","4","C","B","35","1","Krot, A.N., Nagashima, K., Rossman, G.R. (2020) Machiite, Al2Ti3O9, a new oxide mineral from the Murchison carbonaceous chondrite: A new ultra-refractory phase from the solar nebula. American Mineralogist: 105(2): 239–243.","Mci","2"
"2511","Mackayite","6","0","1944","1944","1944",\N,"4","J","L","10","9","","Mky","16"
"2512","Mackinawite","1","0","1962","1964","1962",\N,"2","C","C","25","1","","Mkw","505"
"2513","Macphersonite","1","0","1984","1982","1984","1984","5","B","F","40","1","Livingstone, A., Sarp, H. (1984) Macphersonite, a new mineral from Leadhills, Scotland, and Saint Prix, France; a polymorph of leadhillite and susannite. Mineralogical Magazine: 48: 227-282.","Mps","12"
"2514","Macquartite","1","1979","1979","1979","1980","1980","9","H","H","05","1","Williams S A, Duggan M (1980) La macquartite : un nouveau silico-chromate de Tiger, Arizona. Bulletin de Minéralogie 103, 530-532","Mcq","1"
"2517","Madocite","1","0","1967","1966","1967","1967","2","L","B","30","1","Jambor, J.L. (1967) New lead sulfantimonides from Madoc, Ontario. Part 1. Canadian Mineralogist: 9: 7-24.","Mdc","7"
"2530","Magadiite","1","0","1967","1967","1967","1967","9","E","A","20","1","Eugster, H.P. (1967) Hydrous sodium silicates from Lake Magadi, Kenya: Precursors of bedded chert. Science: 157: 1177-1180.","Mgd","13"
"2531","Magbasite","1","0","1965","1965","1965",\N,"9","H","A","25","1","","Mgb","2"
"2532","Maghagendorfite","1","0","1978","1979","1979",\N,"8","A","C","10","1","","Mhag","6"
"2533","Maghemite","6","0","1927","1927","1925",\N,"4","B","B","15","9","","Mgh","262"
"28948","Maghrebite","1","2005","","2005",\N,\N,"8","D","C","30","1","","Mhb","5"
"53578","Magnanelliite","1","2013","","2019",\N,"2019","7","D","F","57","1","Biagioni, C.; Bindi, L.; Kampf, A.R. (2019) Crystal-Chemistry of Sulfates from the Apuan Alps (Tuscany, Italy). VII. Magnanelliite, K3Fe3+2(SO4)4 (OH)(H2O)2, a New Sulfate from the Monte Arsiccio Mine. Minerals 9, 779.","Mgn","1"
"2537","Magnesio-arfvedsonite","11","2014","","1957","1995",\N,"9","D","E","25","1","","Marf","123"
"43393","Magnesio-ferri-fluoro-hornblende","1","2014","","2014",\N,\N,"9","D","E","10","1","","Mffhbl","2"
"10334","Magnesio-fluoro-arfvedsonite","1","0","","1998",\N,\N,"9","D","E","25","1","","Mfarf","13"
"27442","Magnesio-fluoro-hastingsite","1","2005","","2005",\N,\N,"9","D","E","15","1","","Mfhst","6"
"7162","Magnesio-foitite","1","1998","","1998","1996",\N,"9","C","K","05","1","","Mfoi","32"
"2483","Magnesio-hastingsite","1","0","1928","1928","1928",\N,"9","D","E","15","9","","Mhst","92"
"2524","Magnesio-hornblende","1","0","","1965","1981","2018","9","D","E","10","1","Oberti, R., Boiocchi, M., Hawthorne, F.C., Ciriotti, M.E. (2018): Magnesio-hornblende from Lüderitz (Namibia): mineral description and crystal chemistry. Mineralogical Magazine, 82: 1253–1259","Mhbl","262"
"53688","Magnesio-lucchesiite","0",\N,"","2019",\N,"2021","9","C","K","05","1","Scribner, E. D., Cempírek, J., Groat, L. A., Evans, R. J., Biagioni, C., Bosi, F., ... & Pasero, M. (2021). Magnesio-lucchesiite, CaMg3Al6 (Si6O18)(BO3) 3 (OH) 3O, a new species of the tourmaline supergroup. American Mineralogist: Journal of Earth and Planetary Materials, 106(6), 862-871.","Mlcc","2"
"2518","Magnesio-riebeckite","1","0","1949","1957","1949",\N,"9","D","E","25","9","","Mrbk","119"
"55112","Magnesioalterite","1","2013","","2020",\N,\N,"0","0","0","","5","","Matr","1"
"2521","Magnesioaubertite","1","0","","1982","1988","1988","7","D","B","05","1","Gebhard G, Medenbach O, Gebert W (1988) Magnesioaubertit, (Mg,Cu)Al(SiO4)2Cl·14H2O, ein neues Chlorsulfat von Vulcano, Liparische Inseln. Aufschluss 39, 97-102","Maub","4"
"50780","Magnesiobeltrandoite-2N3S","0",\N,"",\N,\N,"2018","4","C","B","20","1","Cámara, F., Cossio, R., Regis, D., Cerantola, V., Ciriotti, M.E., Compagnoni, R. (2018): Beltrandoite, a new root-name in the högbomite supergroup: the Mg end-member magnesiobeltrandoite-2N3S. European Journal of Mineralogy, 30: 545-558","Mbt-2N3S","1"
"53350","Magnesiobermanite","1","2013","","2019",\N,\N,"8","D","C","20","5","","Mbrm","1"
"50354","Magnesiocanutite","0",\N,"","2016",\N,"2017","8","A","C","05","1","Kampf, A.R., Nash, B., Dini, M., Molina Donoso, A.A. (2017) Magnesiocanutite, NaMnMg2[AsO4]2[AsO2(OH)2], a new protonated alluaudite-group mineral from the Torrecillas mine, Iquique Province, Chile. Mineralogical Magazine: 81: 1523-1531.","Mcan","1"
"2500","Magnesiocarpholite","1","0","1977","1973","1980",\N,"9","D","B","05","1","","Mcar","26"
"2497","Magnesiochloritoid","1","0","","1963","1983",\N,"9","A","F","85","1","","Mcld","12"
"2499","Magnesiochlorophoenicite","1","0","1935","1935","1935",\N,"8","B","E","35","9","","Mcpo","3"
"2493","Magnesiochromite","6","0","1868","1873","1868",\N,"4","B","B","05","9","","Mchr","338"
"2486","Magnesiocopiapite","6","0","1938","1938","1938",\N,"7","D","B","35","9","","Mcpi","65"
"2476","Magnesiocoulsonite","1","0","","1994","1947","1995","4","B","B","05","1","Reznitskii, L.Z., Sklyarov, E.V., Ushchapovskaya, Z.F. (1995) Magnesiocoulsonite MgV2O4 — a new mineral species in the spinel group. Zapiski Vserossijskogo Mineralogicheskogo Obshchestva: 124(4): 91-98.","Mcou","1"
"2473","Magnesiodumortierite","1","0","1995","1992","1995",\N,"9","A","J","10","1","","Mdum","10"
"2501","Magnesioferrite","6","0","1859","1859","1858",\N,"4","B","B","05","9","","Mfr","121"
"52876","Magnesiofluckite","1","2013","","2018",\N,"2019","8","C","B","15","1","Kampf, A.R., Nash, B.P., Celestian, A.J., Dini, M., and Molina Donoso, A.A. (2019) Camanchacaite, chinchorroite, espadaite, magnesiofluckite, picaite and ríosecoite: six new hydrogen-arsenate minerals from the Torrecillas mine, Iquique Province, Chile. Mineralogical Magazine: 83: 655-671.","Mfck","1"
"50784","Magnesiohatertite","0",\N,"","2016",\N,\N,"8","A","C","05","5","","Mhtt","1"
"11450","Magnesiohögbomite-2N2S","1","0","",\N,"1916",\N,"4","C","B","20","9","","Mhög-2N2S","1"
"11448","Magnesiohögbomite-2N3S","1","0","",\N,\N,\N,"4","C","B","20","1","","Mhög-2N3S","5"
"43330","Magnesiohögbomite-2N4S","1","2010","",\N,\N,\N,"4","C","B","20","1","","Mhög-2N4S","1"
"55042","Magnesiohögbomite-6N12S","0",\N,"",\N,\N,\N,"0","0","0","","5","","Mhög-6N12S","1"
"11447","Magnesiohögbomite-6N6S","1","0","",\N,"1990",\N,"4","C","B","20","1","","Mhög-6N6S","3"
"2498","Magnesiohulsite","1","1983","1983","1983","1985",\N,"6","A","B","45","1","","Mhul","3"
"43924","Magnesiokoritnigite","1","2013","","2013",\N,"2013","8","C","B","20","1","Kampf, A.R., Nash, B.P., Dini, M., Molina Donoso, A.A. (2013) Magnesiokoritnigite, Mg(AsO3OH)•H2O, from the Torrecillas mine, Iquique Province, Chile: the Mg-analogue of koritnigite. Mineralogical Magazine: 77: 3081-3092.","Mkor","2"
"52172","Magnesioleydetite","0",\N,"","2017",\N,"2019","7","E","B","15","1","Kampf, A.R., Plášil, J., Kasatkin, A.V., Nash, B.P., Marty, J. (2019) Magnesioleydetite and straβmannite, two new uranyl sulfate minerals with sheet structures from Red Canyon, Utah. Mineralogical Magazine: 83: 349–360.","Mley","2"
"39449","Magnesioneptunite","1","2009","","2009",\N,\N,"9","E","H","05","1","","Mnpt","2"
"11446","Magnesionigerite-2N1S","1","0","",\N,"1989",\N,"4","F","C","20","1","","Mgng-2N1S","1"
"11445","Magnesionigerite-6N6S","1","0","",\N,"1989",\N,"4","F","C","20","1","","Mgng-6N6S","2"
"32206","Magnesiopascoite","1","2007","","2007",\N,\N,"4","H","C","05","1","","Mpas","8"
"42701","Magnesiorowlandite-(Y)","1","2012","","2012",\N,\N,"9","B","E","90","1","","Mrow-Y","3"
"2479","Magnesiostaurolite","1","1992","","1992","1988",\N,"9","A","F","30","1","","Mst","8"
"3863","Magnesiotaaffeite-2N’2S","1","0","1951",\N,"1951",\N,"4","F","C","25","9","","Mtf-2N'2S","19"
"2816","Magnesiotaaffeite-6N’3S","1","0","1967",\N,"1983",\N,"4","F","C","25","1","","Mtf- 6N'3S","9"
"47594","Magnesiovesuvianite","1","2016","","2015",\N,"2017","9","B","G","","1","Panikorovskii, T.L., Shilovskikh, V.V., Avdontseva, E.Y., Zolotarev, A.A., Karpenko, V.Y., Mazur, A.S., Yakovenchuk, V.N., Krivovichev, S.V., Bazai, A.V., Krivovichev, S.V., Pekov, I.V. (2017): Magnesiovesuvianite, Ca19Mg(Al,Mg)12Si18O69(OH)9, a new vesuvianite-group mineral. Journal of Geosciences, 62, 25-36.","Mves","3"
"47023","Magnesiovoltaite","1","2016","","2015",\N,"2016","7","C","C","25","1","Chukanov, N.V., Aksenov, S.M., Rastsvetaeva, R.K., Möhn, G., Rusakov, V.S., Pelov, I.V., Scholz, R., Eremina, T.A., Belakovskiy, D.I., Lorenz, J.A. (2016): Magnesiovoltaite, K2Mg5Fe3+3Al(SO4)12·18H2O, a new mineral from the Alcaparrosa mine, Antofagasta region, Chile. European Journal of Mineralogy 28, 1005-1017.","Mvlt","7"
"2474","Magnesiozippeite","1","0","1976","1971","1976",\N,"7","E","C","05","1","","Mzip","16"
"2482","Magnesite","1","0","1808","1808","1800",\N,"5","A","B","05","9","","Mgs","1701"
"2538","Magnetite","6","0","1845","1789","1896",\N,"4","B","B","05","9","","Mag","17137"
"2539","Magnetoplumbite","6","0","1925","1925","1925",\N,"4","C","C","45","9","","Mpl","10"
"11332","Magnioursilite","0","1977","","1957","1957",\N,"9","A","K","35","9","","Mau","2"
"2542","Magnolite","6","0","1877","1877","1878",\N,"4","J","K","60","9","","Mno","3"
"2543","Magnussonite","1","0","1956","1957","1956",\N,"4","J","B","15","9","","Mnu","4"
"7165","Mahnertite","1","1994","1994","1994","1996","1996","8","D","H","45","1","Sarp, H. (1996) Mahnertite, (Na,Ca)Cu(AsO4)4Cl.5H2O, a new mineral from the Cap Garonne Mine, Var France. Archs. Sci. Genève: 49(2): 119-124","Mah","8"
"29014","Maikainite","1","2003","","1992",\N,"2003","2","C","B","30","1","Spiridonov, E.M. (2003) Maikainite Cu20(Fe,Cu)6Mo2Ge6S32 and ovamboite Cu20(Fe,Cu,Zn)6W2Ge6S32: New minerals in massive sulfide base metal ores. Doklady Earth Sciences: 393A: 1329-1332.","Mai","2"
"2545","Majakite","1","0","1976","1974","1976","1976","2","A","C","25e","1","Genkin, A.D., Evstigneeva, T.L., Troneva, N.V., Vyal´sov, L.N. (1976) Majakite, PdNiAs, a new mineral from copper-nickel sulfide ores. Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva: 105(6): 698-703.","Mjk","30"
"43599","Majindeite","1","0","","2012",\N,"2016","4","C","B","40","1","Ma, C., Beckett, J.R. (2016) Majindeite, Mg<sub>2</sub>Mo<sub>3</sub>O<sub>8</sub>, a new mineral from the Allende meteorite and a witness to postcrystallization oxidation of a Ca-Al-rich refractory inclusion. American Mineralogist: 101: 1161-1170.","Mjd","1"
"2546","Majorite","1","0","1970","1969","1970",\N,"9","A","D","25","1","","Maj","33"
"52923","Majzlanite","0",\N,"2016","2018",\N,"2020","7","A","C","50","1","Siidra, O.I., Nazarchuk, E.V., Zaitsev, A.N., Shilovskikh, V.V. (2020) Majzlanite, K2Na(ZnNa)Ca(SO4)4, a new anhydrous sulfate mineral with complex cation substitutions from Tolbachik volcano. Mineralogical Magazine: 84(1): 153-158.","Mjz","1"
"2547","Makarochkinite","1","2003","","2002","1986",\N,"9","D","H","40","1","","Mkr","2"
"2548","Makatite","1","1969","","1969","1970",\N,"9","E","E","45","1","","Mkt","11"
"2732","Mäkinenite","1","0","","1964","1964","1964","2","C","C","20","1","Vuorelainen, Y., Huhma, A., Häkli, A. (1964) Sederholmite, wilkmanite, kullerudite, mäkinenite, and trüstedtite, five new nickel selenide minerals. Comptes Rendus de la Société Géologique de Finlande: 36: 113-125.","Mkn","4"
"55316","Makotoite","1","2013","","2020",\N,\N,"0","0","0","","5","","Mako","1"
"2549","Makovickyite","1","1986","1986","1986","1990",\N,"2","J","A","05d","1","","Mvk","14"
"2550","Malachite","6","0","Unno","0","1747",\N,"5","B","A","10","9","","Mlc","13849"
"2551","Malanite","1","0","1974","1995","1974","1996","2","D","A","05","1","Yu Z (1996) Malanite - a new cupric platinum (Pt3+) and iridium (Ir3+) sulfide [in Chinese]. Acta Geologica Sinica 70, issue 4, 309-314 ","Mla","40"
"2552","Malayaite","1","1964","1964","1964","1960",\N,"9","A","G","15","1","","Mly","44"
"2553","Maldonite","6","0","1869","1869","1870","1870","2","A","A","40","9","Ulrich, G.H.F. (1870) Maldonite or bismuthic gold. in Contributions to the Mineralogy of Victoria, John Ferres (Melbourne): 1-32.","Mdo","106"
"25698","Maleevite","1","2002","","2002",\N,"2004","9","F","A","65","1","Pautov, L.A., Agakhanov, A.A., Sokolova, E., Hawthorne, F.C. (2004) Maleevite, BaB2Si2O8, and pekovite, SrB2Si2O8, new mineral species from the Dara-I-Pioz Alkaline Massif, northern Tajikistan: description and crystal structure. The Canadian Mineralogist: 42: 107-119.","Mle","1"
"53684","Maletoyvayamite","0",\N,"","2019",\N,"2020","2","C","B","45","1","Tolstykh, N. D., Tuhý, M., Vymazalová, A., Plášil, J., Laufek, F., Kasatkin, A. V., Nestola, F. & Bobrova, O. V. (2020). Maletoyvayamite, Au3Se4Te6, a new mineral from Maletoyvayam deposit, Kamchatka peninsula, Russia. Mineralogical Magazine, 84(1), 117-123.","Mty","2"
"2544","Malhmoodite","1","0","1993","1992","1993",\N,"8","C","E","75","1","","Mmo","6"
"10317","Malinkoite","1","2000","","2000",\N,\N,"9","F","A","10","1","","Mlk","3"
"2554","Malladrite","6","0","1926","1926","1872",\N,"3","C","H","05","9","","Mld","8"
"2555","Mallardite","6","0","1879","1879","1879",\N,"7","C","B","35","9","","Mal","16"
"7020","Mallestigite","1","0","","1996","1996","1996","7","D","F","25","1","Sima, I., Ettinger, K., Koppelhuber-Bitschnau, B., Taucher, J., Walter, F. (1996) Pb3Sb(OH)6(AsO4,SO4)2.3H2O, ein neues Mineral isotyp mit Fleischerit. Mitteilungen der Österreichischen Mineralogischen Gesellschaft: 141: 224-225.","Mlg","6"
"29140","Malyshevite","1","2006","","2006",\N,"2006","2","G","A","25","1","Chernikov, A.A., Chistyakova, N.I., Uvarkina, O.M., Dubinchuk, V.T., Rassulov, V.A., Polekhovsky, Y.S. (2006) Malyshevite PdBiCuS3 - a new mineral from Srednyaya Padma deposit in southern Karelia. New Data on Minerals: 41: 14-17.","Mys","8"
"46012","Mambertiite","1","2013","","2013",\N,\N,"4","D","M","30","1","","Mam","2"
"2556","Mammothite","1","1983","1983","1983","1985",\N,"7","B","C","60","1","","Mm","10"
"53139","Manaevite-(Ce)","0",\N,"","2018",\N,\N,"9","B","G","35","5","","Mv-Ce","2"
"2558","Manaksite","1","0","1992","1990","1993",\N,"9","D","G","70","1","","Mnk","2"
"2559","Manandonite","6","0","1912","1912","1912","1912","9","E","D","15","9","Lacroix, A. (1912) Sur une nouvelle espèce minérale (manandonite) des pegmatites de Madagascar. Bulletin de la Société Française de Minéralogie: 35: 223-226. ","Mnd","4"
"2561","Mandarinoite","1","0","1978","1977","1978",\N,"4","J","H","15","1","","Mda","16"
"46818","Maneckiite","1","2015","","2015",\N,"2017","8","C","F","05","1","Pieczka, A., Hawthorne, F.C., Gołębiowska, B., Włodek, A., Grochowina, A. (2017): Maneckiite, ideally NaCa2Fe2+2(Fe3+Mg)Mn2(PO4)6(H2O)2, a new phosphate mineral of the wicksite supergroup from the Michałkowa pegmatite, Góry Sowie block, southwestern Poland. Mineralogical Magazine: 81: 723-736.","Mnc","1"
"2468","Manganarsite","1","0","1986","1985","1986",\N,"4","J","B","10","1","","Mna","3"
"2494","Manganbabingtonite","1","0","","1966","1966","1966","9","D","K","05","1","Vinogradova, R.A., Sychkova, V.A., Kabalov, Y.K. (1966) Manganiferous babingtonite from the Rudnyi Kaskad deposit, Eastern Sayan. Doklady Akademii Nauk SSSR: 169: 434-437.","Mbab","11"
"2492","Manganbelyankinite","7","1957","1957","1957","1957",\N,"4","F","M","25","25","","Mbyn","5"
"2480","Manganberzeliite","6","0","","1878","1878","1878","8","A","C","25","9","Igelström, L. J. (1878) Pyrrhoarsénite, nouveau minéral de Sjoegrufvan, paroisse de Grythyttan, gouvernement d'OErebro, Suède. Bulletin de la Société Française de Minéralogie, 9:  218-220 ","Mbzl","29"
"52587","Manganflurlite","1","2013","","2017",\N,"2019","8","D","B","40","1","Kampf, A. R., Grey, I. E., MacRae, C. M., & Keck, E. (2019). Manganflurlite, ZnMn32+ Fe3+ (PO4) 3 (OH) 2 (H2O) 7· 2H2O, a new schoonerite-related mineral from the Hagendorf-Süd pegmatite. European Journal of Mineralogy, 31(1), 127-134.","Mflu","1"
"2469","Mangangordonite","1","1989","1989","1989","1988","1991","8","D","C","30","1","Leavens, P.B., White, J.S., Robinson, G.W., Nelen, J.A. (1991) Mangangordonite, a new phosphate mineral from Kings Mountain, North Carolina and Newry, Maine, USA. Neues Jahrbuch für Mineralogie, Monatshefte: 1991: 169-176.","Mgdo","8"
"2470","Manganhumite","1","1969","1969","1969","1978","1978","9","A","F","50","1","Moore, P.B. (1978) Manganhumite, a new species. Mineralogical Magazine: 42: 133-136.","Mnhu","19"
"27374","Mangani-dellaventuraite","1","2003","","2003",\N,\N,"9","D","E","25","1","","Mdv","1"
"27572","Mangani-obertiite","1","1998","","1998","1992",\N,"9","D","E","25","1","","Mob","6"
"53416","Mangani-pargasite","0",\N,"1930","2019",\N,"2020","9","D","E","15","1","Hålenius, U., Bosi, F., Jonsson, E. (2020) Mangani-pargasite, NaCa2(Mg4Mn3+)(Si6Al2)O22(OH)2, a new mineral species of the amphibole supergroup. Periodico di Mineralogia: 89: 125-131.","Mprg","1"
"51965","Manganiakasakaite-(La)","1","2013","","2017","1991","2019","9","B","G","05b","1","Biagioni, C., Bonazzi, P., Pasero, M., Zaccarini, F., Balestra, C., Bracco, R., Ciriotti, M.E. (2019): Manganiakasakaite-(La) and Ferriakasakaite-(Ce), Two New Epidote Supergroup Minerals from Piedmont, Italy. Minerals, 9, 353","Mnak-La","2"
"26382","Manganiandrosite-(Ce)","1","2002","","2002",\N,\N,"9","B","G","05","1","","Mna-Ce","3"
"6801","Manganiandrosite-(La)","1","1994","","1994","1996",\N,"9","B","G","05b","1","","Mna-La","3"
"46811","Manganiceladonite","1","2015","","2015",\N,\N,"9","E","C","10","1","","Mcel","1"
