"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","type_desc","shortcode_ima","loccount"
"1650","Garavellite","1","1978","1979","1978","1979","1979","2","H","A","20","1","Gregorio, F., Lattanzi, P., Tanelli, G., Vurro, F. (1979) Garavellite, FeSbBiS4, a new mineral from the Cu-Fe deposits of Valle del Frigido in the Apuane Alps, northern Tuscany, Italy. Mineralogical Magazine: 43: 99-102.","Grv","11"
"51835","Garmite","1","2013","","2017",\N,\N,"9","E","C","10","5","","Grm","1"
"10272","Garnet Group","0","0","",\N,"1835",\N,"0","0","0","","0","","Grt","7525"
"1652","Garrelsite","6","0","","1955","1955",\N,"9","A","J","15","9","","Grr","5"
"1653","Garronite-Ca","1","0","1960","1962","1962","1962","9","G","C","05","1","Walker, G.P.L. (1962) Garronite, a new zeolite, from Ireland and Iceland. Mineralogical Magazine: 33: 173-186.","Grn-Ca","70"
"46690","Garronite-Na","1","2015","","2015",\N,"2016","9","G","C","","1","Grice, J.D., Rowe, R., Poirier, G. (2016) Garronite-Na, a new zeolite species from Mont Saint-Hilaire, Québec. The Canadian Mineralogist: 54: 1549-1562.","Grn-Na","1"
"1654","Gartrellite","1","0","1989","1988","1989",\N,"8","C","G","20","1","","Gtl","51"
"39301","Garutiite","1","2009","","2008",\N,"2010","1","A","G","05","1","McDonald, A.M., Proenza, J.A., Zaccarini, F., Rudashevsky, N.S., Cabri, L.J., Stanley, C.J., Rudashevsky, V.N., Melgarejo, J.C., Lewis, J.F., Longo, F., Bakker, R.J. (2010) Garutiite, (Ni,Fe,Ir), a new hexagonal polymorph of native Ni from Loma Peguera, Dominican Republic. European Journal of Mineralogy: 22: 293-304.","Gar","4"
"1655","Garyansellite","1","1981","1981","1981","1984",\N,"8","C","C","05","1","","Gas","4"
"1656","Gasparite-(Ce)","1","0","","1986","1987",\N,"8","A","D","50","1","","Gsp-Ce","27"
"53197","Gasparite-(La)","1","2013","","2018","1963","2019","8","A","D","50","1","Vereshchagin, O.S., Britvin, S.N., Perova, E.N., Brusnitsyn, A.I., Polekhovsky, Y.S., Shilovskikh, V.V., Bocharov, V.N., van der Burgt, A., Cuchet, S., Meisser, N. (2019): Gasparite-(La), La(AsO4), a new mineral from Mn ores of the Ushkatyn-III deposit, Central Kazakhstan, and metamorphic rocks of the Wanni glacier, Switzerland. American Mineralogist 104: 1469-1480. ","Gsp-La","8"
"1657","Gaspéite","1","0","","1965","1966",\N,"5","A","B","05","1","","Gpé","25"
"46003","Gatedalite","1","2013","","2013",\N,\N,"9","A","G","02","1","","Gtd","1"
"6966","Gatehouseite","1","1992","1992","1992","1977",\N,"8","B","D","10","1","","Ghs","2"
"27350","Gatelite-(Ce)","1","2001","","2001",\N,"2003","9","B","G","50","1","Bonazzi, P., Bindi, L., Parodi, G.C. (2003) Gatelite-(Ce), a new REE-bearing mineral from Trimouns, French Pyrenees: Crystal structure and polysomatic relationships with epidote and tornebohmite-(Ce). American Mineralogist: 88: 223-228.","Gat-Ce","4"
"46572","Gatewayite","1","2015","","2014",\N,"2016","8","F","D","10","1","Kampf, A.R., Hughes, J.M., Nash, B.P., Marty, J. (2016) Vanarsite, Packratite, Morrisonite, and Gatewayite: Four New Minerals Containing the [As3+V4+,5+12As5+6O51] Heteropolyanion, A Novel Polyoxometalate Cluster. The Canadian Mineralogist: 54(1): 145-162.","Gwy","1"
"1659","Gatumbaite","1","1976","1976","1976","1972",\N,"8","D","J","10","1","","Gtb","7"
"1660","Gaudefroyite","1","1964","1964","1964","1964","1964","6","A","B","60","1","Jouravsky, G., Permingeat, F. (1964) La gaudefroyite, une nouvelle espèce minérale. Bulletin de la Société Française de Minéralogie et de Cristallographie: 87: 216-229.","Gfy","7"
"1661","Gaultite","1","0","1994","1992","1994",\N,"9","G","F","20","1","","Gau","1"
"47788","Gauthierite","0",\N,"","2016",\N,"2017","4","G","B","80","1","Olds, T.A., Plášil, J., Kampf, A.R., Škoda, R., Burns, P.C., Čejka, J., Bourgoin, V., Boulliard, J.-C. (2017): Gauthierite, KPb[(UO2)7O5(OH)7].8H2O, a new uranyl-oxide hydroxy-hydrate mineral from Shinkolobwe with a novel uranyl-anion sheet-topology. European Journal of Mineralogy, 29, 129-141.","Gut","1"
"39302","Gayite","1","2009","","2008",\N,"2010","8","D","K","15","1","Kampf, A.R., Colombo, F., González del Tánago, J. (2010): Gayite, a new dufrénite-group mineral from the Gigante granitic pegmatite, Córdoba province, Argentina. American Mineralogist: 95: 386–391.","Gy","4"
"1662","Gaylussite","6","0","1826","1826","1826","1826","5","C","B","35","9","Boussingault, J.B. (1826) Analyse d'une nouvelle substance minérale (la Gay-Lussite). Annales de Chimie et de Physique: 31: 270-276.","Gyl","64"
"46709","Gazeevite","1","2015","","2015",\N,\N,"9","A","H","40","1","","Gaz","4"
"1663","Gearksutite","1","0","1868","1868","1862",\N,"3","C","C","05","9","","Gak","80"
"1664","Gebhardite","1","0","1983","1979","1982",\N,"4","J","B","50","1","","Geb","1"
"1665","Gedrite","1","0","1836","1836","1836","1836","9","D","D","05","9","Dufrénoy, A. (1836) Description de la gédrite, nouvelle espèce minérale. Annales des Mines: 10: 582-584.","Ged","195"
"1666","Geerite","1","1978","1978","1978","1980","1980","2","B","A","05","1","Goble, R.J., Robinson, G. (1980) Geerite, Cu1.60S, a new copper sulfide from Dekalb Township, New York. The Canadian Mineralogist: 18: 519–523.","Gee","50"
"1667","Geffroyite","1","0","1982","1980","1982",\N,"2","B","B","15","1","","Gef","14"
"1668","Gehlenite","6","0","1815","1815","1961",\N,"9","B","B","10","9","","Gh","135"
"1669","Geigerite","1","1985","1985","1985","1989","1989","8","C","E","05","1","Graeser, S., Schwander, H., Bianchi, R., Pilati, T., Gramaccioli, C.M. (1989) Geigerite, the manganese analogue of chudobaite: Its description and crystal structure. American Mineralogist: 74: 676-684.","Ggr","7"
"1670","Geikielite","6","0","1892","1893","1892",\N,"4","C","B","05","9","","Gk","84"
"39660","Gelosaite","1","2009","","2009",\N,\N,"4","D","M","30","1","","Gel","3"
"1671","Geminite","1","1988","1988","1988","1990","1990","8","C","B","30","1","Sarp, H., Perroud, P. (1990) La geminite, Cu2As2O7·3H2O, un nouveau minéral de la mine de Cap Garonne, Var, France. Schweizerische Mineralogische und Petrographische Mitteilungen: 70: 309-314.","Gem","10"
"29254","Gengenbachite","1","2006","","2001","1997",\N,"8","C","A","65","1","","Gnb","1"
"1672","Genkinite","1","1976","1976","1976","1977",\N,"2","A","C","35a","1","","Gki","18"
"46176","Genplesite","1","2014","","2014",\N,"2018","7","D","F","17","1","Pekov, I.V., Sereda, E.V., Zubakova, N.V., Yapaskurt, V.O., Chukanov, N.V., Britvin, S.N., Lykova, I.S., Pushcharovsky, D.Y. (2018) Genplesite, Ca3Sn(SO4)2(OH)6·3H2O, a new mineral of the fleischerite group: first occurrence of a tin sulfate in nature. European Journal of Mineralogy.","Gpl","2"
"1673","Genthelvite","6","0","1944","1944","1892",\N,"9","F","B","10","9","","Ghv","84"
"1674","Geocronite","6","0","1839","1841","1839",\N,"2","J","B","30a","9","","Geo","162"
"27506","Georgbarsanovite","1","2003","","2003",\N,\N,"9","C","O","10","1","","Gba","1"
"6967","Georgbokiite","1","1996","","1996",\N,\N,"4","J","G","05","1","","Gbk","3"
"6968","George-ericksenite","1","0","","1996","1998","1998","4","K","D","10","1","Cooper, M.A., Hawthorne, F.C., Roberts, A.C., Grice, J.D., Stirling, J.A.R., Moffatt, E.A. (1998) Georgeericksenite, Na6CaMg(IO3)6(CrO4)2(H2O)12, a new mineral from Oficina Chacabuco, Chile: Description and crystal structure. American Mineralogist: 83: 390-399.","Gek","1"
"1675","Georgechaoite","1","0","1985","1984","1985",\N,"9","D","M","15","1","","Gch","8"
"1676","Georgeite","1","0","1979","1977","1979",\N,"5","B","A","10","1","","Gg","4"
"39765","Georgerobinsonite","1","2009","","2009",\N,\N,"7","F","B","05","1","","Grb","1"
"1677","Georgiadèsite","6","0","1907","1907","1907",\N,"4","J","B","70","9","","Ggd","7"
"1678","Gerasimovskite","6","1958","1957","1957","1957",\N,"4","F","M","25","9","","Gms","10"
"1679","Gerdtremmelite","1","0","1985","1983","1985","1985","8","B","E","40","1","Schmetzer, K., Medenbach, O. (1985) Gerdtremmelite, (Zn,Fe)(Al,Fe)2[(AsO4)|(OH)5], a new mineral from Tsumeb, Namibia. Neues Jahrbuch für Mineralogie, Monatshefte: 1985: 1-6.","Gtm","1"
"6969","Gerenite-(Y)","1","0","","1993","1998",\N,"9","C","J","45","1","","Gnt-Y","2"
"1680","Gerhardtite","6","0","1885","1885","1885",\N,"5","N","B","05","9","","Ghd","29"
"1681","Germanite","6","0","1922","1922","1922","1922","2","C","B","30","9","Pufahl, O. (1922) “Germanit” ein germanium-mineral und -erz von Tsumeb, Südwest-Afrika. Metall und Erz: 19: 324-325.","Ger","43"
"1682","Germanocolusite","1","0","1992","1991","1997",\N,"2","C","B","30","1","","Gclu","6"
"47657","Gersdorffite-P213","1","0","",\N,"1982",\N,"2","E","B","25","9","","Gdf-P213","6"
"47656","Gersdorffite-Pa3","1","0","","1986","1845",\N,"2","E","B","25","1","","Gdf-Pa3","1"
"47658","Gersdorffite-Pca21","1","0","",\N,"1982",\N,"2","E","B","25","1","","Gdf-Pca21","3"
"1684","Gerstleyite","6","1956","1956","1956","1956","1956","2","H","E","05","9","Frondel, C., Morgan, V. (1956) Inderite and gerstleyite from the Kramer borate district, Kern County, California. American Mineralogist: 41: 839-843.","Gst","6"
"1685","Gerstmannite","1","1975","1975","1975","1977",\N,"9","A","E","25","1","","Gmn","1"
"46101","Geschieberite","1","2014","","2014","1979",\N,"7","E","C","55","1","","Gsb","1"
"1686","Getchellite","1","0","1965","1965","1965","1965","2","F","A","35","1","Weissberg, B.G. (1965) Getchellite, AsSbS3, a new mineral from Humboldt County, Nevada. American Mineralogist: 50: 1817-1826.","Get","20"
"1687","Geversite","1","0","1961","1961","1961","1961","2","E","B","05a","1","Stumpfl, E.F. (1961) Some new platinoid-rich minerals, identified with the electron microanalyser. Mineralogical Magazine: 32: 833-847.","Gev","50"
"43592","Ghiaraite","1","0","","2012",\N,\N,"3","B","B","40","1","","Ghi","2"
"53567","Giacovazzoite","1","2013","","2019",\N,"2020","7","D","F","55","1","Biagioni, C., Bindi, L., Mauro, D., & Pasero, M. (2020). Crystal-chemistry of sulfates from the Apuan Alps (Tuscany, Italy). IV. Giacovazzoite, K 5 Fe 3+ 3 O (SO 4) 6 (H 2 O) 9· H 2 O, the natural analogue of the β-Maus’s Salt and its dehydration product. Physics and Chemistry of Minerals, 47(1), 7.","Gvz","1"
"1688","Gianellaite","1","1972","1972","1972","1977",\N,"3","D","D","30","1","","Gia","3"
"1689","Gibbsite","1","0","1822","1822","1820",\N,"4","F","E","10","9","","Gbs","583"
"1690","Giessenite","1","0","1963","1963","1963","1963","2","H","B","10b","1","Graeser, S. (1963) Giessenit - ein neues Pb-Bi-sulfosalz aus dem dolomit des Binnatales. Schweizerische Mineralogische und Petrographische Mitteilungen: 43: 471-478.","Gie","24"
"51573","Giftgrubeite","1","2013","","2017",\N,"2019","8","C","B","10","1","Meisser, N., Plasil, J., Brunsperger, T., Lheur, C., Skoda, R. (2019) Giftgrubeite, CaMn2Ca2(AsO4)2(AsO3OH)2·4H2O, a new member of the hureaulite group from Sainte-Marie-aux-Mines, Haut-Rhin Department, Vosges, France. Journal of Geosciences: 64(1): 73-80.","Gif","4"
"1691","Gilalite","1","0","1980","1979","1980",\N,"9","H","E","05","1","","Gil","8"
"31405","Gillardite","1","2007","","2006",\N,\N,"3","D","A","10c","1","","Gla","3"
"1693","Gillespite","6","0","1922","1922","1922",\N,"9","E","A","05","9","","Gls","12"
"1694","Gillulyite","1","1991","1990","1989","1991",\N,"2","J","C","10","1","","Gly","2"
"6970","Gilmarite","1","0","","1996","1999",\N,"8","B","E","25","1","","Gmr","10"
"1695","Giniite","1","1977","1977","1977","1980",\N,"8","D","B","50","1","","Gin","4"
"1696","Ginorite","6","0","1934","1934","1861",\N,"6","F","C","15","9","","Gnr","11"
"1697","Giorgiosite","7","0","1879","1905","1879","1905","5","D","A","05","25","Lacroix A (1905) Sur un nouveau minéral, la giorgiosite. Bulletin de la Société Française de Minéralogie 28, 198-200","Gio","13"
"1698","Giraudite-(Zn)","1","0","","1980","1982","1982","2","G","B","05","1","Johan, Z., Picot, P., Ruhlmann, F. (1982) Evolution paragénétique de la minéralisation uranifère de Chaméane (Puy-de-Dôme), France: chaméanite, geffroyite et giraudite, trois séléniures nouveaux de Cu, Fe, Ag et As. Tschermaks Mineralogische und Petrographische Mitteilungen: 29: 151-167.","Gir-Zn","9"
"1700","Girvasite","1","0","1990","1988","1990",\N,"8","D","O","05","1","","Gvs","3"
"10315","Gismondine","0","0","1817","1817",\N,\N,"9","","","","8","","Gis","156"
"1702","Gittinsite","1","0","1980","1979","1980","1980","9","B","C","05","1","Ansell, H.G., Roberts, A.C., Plant, A.G., Sturman, B.D. (1980) Gittinsite, a new calcium zirconium silicate from the Kipawa agpaitic syenite complex. Canadian Mineralogist: 18: 201-203.","Git","28"
"1703","Giuseppettite","1","1979","1979","1979","1981",\N,"9","F","B","05","1","","Giu","5"
"28923","Gjerdingenite-Ca","1","2005","","2005",\N,\N,"9","C","E","30c","1","","Gje-Ca","1"
"11458","Gjerdingenite-Fe","1","2001","1973","2001",\N,"2002","9","C","E","30c","1","Raade, G., Ferraris, G., Gula. A. & Ivaldi, G. (2002): Gjerdingenite-Fe from Norway, a new mineral species in the labuntsovite group: description, crystal structure and twinning. Canadian Mineralogist 40: 1629-1639","Gje-Fe","1"
"26442","Gjerdingenite-Mn","1","2003","2002","2003",\N,"2004","9","C","E","30c","1","Raade, G., Chukanov N.V., Kolitsch U., Möckel S., Zadov, A.E., Pekov I.V. (2004): Gjerdingenite-Mn from Norway - a new mineral species in the labuntsovite group: descriptive data and crystal structure. European Journal of Mineralogy, 16: 979-987","Gje-Mn","1"
"28945","Gjerdingenite-Na","1","2005","","2005",\N,\N,"9","C","E","30c","1","","Gje-Na","1"
"1705","Gladite","6","0","1924","1924","1924","1924","2","H","B","05a","9","Johansson, K. (1924) Bidrag till Gladhammar-gruvornas mineralogi. Arkiv för Kemi, Mineralogi och Geologi: 9(8): 1-22 (17).","Gld","74"
"11032","Gladiusite","1","0","","1998",\N,\N,"8","D","F","40","1","","Gds","3"
"53221","Gladkovskyite","0",\N,"","2018",\N,"2019","2","L","A","","1","Kasatkin, A.V., Makovicky, E., Plášil, J., Škoda, R., Chukanov, N.V., Stepanov, S.Y., Agakhanov, A.A., Nestola, F. (2019) Gladkovskyite, MnTlAs3S6, a new thallium sulfosalt from the Vorontsovskoe gold deposit, Northern Urals, Russia. Journal of Geosciences: 64(3): 207-218.","Gkv","1"
"28914","Glagolevite","1","2001","","2001",\N,\N,"9","E","C","55","1","","Ggl","4"
"1706","Glauberite","6","0","1808","1808","1808","1808","7","A","D","25","9","Brongniart, A. (1808) Sur une nouvelle espèce de minéral de la classe des sels, nommée glauberite. Journal des mines: 23: 5-20.","Glb","162"
"1707","Glaucocerinite","6","0","1932","1932","1932",\N,"7","D","D","35","9","","Gc","22"
"1708","Glaucochroite","6","1975","1899","1899","1978",\N,"9","A","C","05","9","","Glc","9"
"1709","Glaucodot","6","0","1849","1849","1849",\N,"2","E","B","10c","9","","Gl","171"
"1710","Glauconite","6","0","1823",\N,"1874",\N,"9","E","C","","0","","Glt","545"
"1704","Glaucophane","6","0","1845","1845","1963",\N,"9","D","E","25","9","","Gln","335"
"1711","Glaukosphaerite","1","0","1971","1972","1974","1974","5","B","A","10","1","Pryce, M.W., Just, J. (1974) Glaukosphaerite: A new nickel analogue of rosasite. Mineralogical Magazine: 39: 737-743.","Gks","31"
"53360","Glikinite","1","2013","","2019",\N,"2020","7","B","B","70","1","Nazarchuk, E.V., Siidra, O.I., Nekrasova, D.O., Shilovskikh, V.V., Borisov, A.S., Avdontseva, E.Y. (2020) Glikinite, Zn3O(SO4)2, a new anhydrous zinc oxysulfate mineral structurally based on OZn4 tetrahedra. Mineralogical Magazine: 84(4): 563–567.","Gli","1"
"1712","Glucine","1","0","1963","1963","1963",\N,"8","D","A","45","1","","Glu","2"
"1713","Glushinskite","1","0","1960","1960","1960",\N,"10","A","B","10","1","","Gsk","7"
"53672","Gmalimite","0",\N,"","2019",\N,\N,"2","F","C","05","5","","Gma","1"
"6971","Gmelinite-Ca","1","0","","1978","1978",\N,"9","G","D","05","1","","Gme-Ca","23"
"6972","Gmelinite-K","1","0","","1999",\N,\N,"9","G","D","05","1","","Gme-K","7"
"6973","Gmelinite-Na","1","0","","1825","1978",\N,"9","G","D","05","9","","Gme-Na","31"
"1715","Gobbinsite","1","0","1982","1980",\N,\N,"9","G","C","05","1","","Gbb","19"
"39396","Gobelinite","0","0","","2019","1990",\N,"7","D","D","10","1","","Gob","3"
"1716","Godlevskite","1","0","1969","1968","1969","1969","2","B","B","15","1","Kulagov, E.A., Evstigneeva, T.L., Yushko-Zakharova, O.E. (1969) The new nickel sulfide godlevskite. Geologiya Rudnykh Mestorozhdeniy: 11: 115–121","Go","48"
"1717","Godovikovite","1","1987","1987","1987","1988","1988","7","A","C","20","1","Shcherbakova, Y.P., Bazhenova, L.F., Chesnokov, B.V. (1988) Godovikovite – NH4(Al, Fe)(SO4)2, a new ammonium-bearing sulfate. Zapiski Vserossiyskogo Mineralogicheskogo Obshchestv: 117: 208-211","God","21"
"1718","Goedkenite","1","0","1973","1974","1975","1975","8","B","G","05","1","Moore, P.B., Irving, A.J., Kampf, A.R. (1975) Foggite, CaAl(OH)2(H2O)[PO4]; goedkenite, (Sr,Ca)2Al(OH)[PO4]2; and samuelsonite, (Ca,Ba)Fe22+Mn22+Ca8Al2(OH)2[PO4]10. Three new species from the Palermo No. 1 pegmatite, North Groton, New Hampshire. American Mineralogist: 60: 957-964.","Goe","3"
"1719","Goethite","6","0","1806","1806","1806",\N,"4","0","0","","9","","Gth","8599"
"1720","Gold","6","0","","0","1852",\N,"1","A","A","05","9","","Au","32940"
"1721","Goldfieldite","6","0","1909","1909","1907",\N,"2","G","B","05","9","","Gf","88"
"1722","Goldichite","6","0","1955","1955","1971",\N,"7","C","C","40","9","","Gol","14"
"1723","Goldmanite","1","1963","1963","1963","1964","1964","9","A","D","25","1","Moench, R.H. and Meyrowitz, R. (1964) Goldmanite, a vanadium garnet from Laguna, New Mexico. American Mineralogist: 49: 644-655.","Glm","36"
"25588","Goldquarryite","1","2001","","2001",\N,"2003","8","D","B","65","1","Roberts, A.C., Cooper, M.A., Hawthorne, F.C., Gault, R.A., Jensen, M.C., Foord, E.E. (2003) Goldquarryite, a new Cd-bearing phosphate mineral from the Gold Quarry mine, Eureka County, Nevada. The Mineralogical Record: 34: 237-240.","Gqy","1"
"53053","Goldschmidtite","1","2013","","2018",\N,"2019","4","C","C","17","1","Meyer, N.A., Wenz, M.D., Walsh, J.P.S., Jacobsen, S.D., Locock, A.J., Harris, J.W. (2019) Goldschmidtite, (K,REE,Sr)(Nb,Cr)O3: A new perovskite supergroup mineral found in diamond from Koffiefontein, South Africa. American Mineralogist: 104(9): 1345-1350.","Gsc","1"
"27418","Golyshevite","1","2004","","2004",\N,\N,"9","C","O","10","1","","Gsv","1"
"1724","Gonnardite","6","0","1896","1896","1896","1896","9","G","A","05","9","Lacroix, A. (1896) Sur la gonnardite. Bulletin de la Société Française de Minéralogie: 19: 426-429.","Gon","194"
"1725","Gonyerite","6","0","1955","1955","1955",\N,"9","E","C","55","9","","Gye","13"
"1726","Goosecreekite","1","0","1979","1980","1980","1980","9","G","B","25","1","Dunn, P.J., D.R. Peacor, N. Newberry, and R.A. Ramik (1980) Goosecreekite, a new calcium aluminum silicate hydrate, possibly related to brewsterite and epistilbite. Canadian Mineralogist: 18: 323-327.","Gck","16"
"52142","Gorbunovite","1","2013","","2017",\N,\N,"9","E","C","10","5","","Gbv","1"
"1727","Gorceixite","6","0","1906","1906","1906","1906","8","B","L","10","9","Hussak, E. (1906) Über die sogenannten “phosphat-favas” der diamantführenden Sande Brasiliens. Tschermaks Mineralogische und Petrographische Mitteilungen: 25: 335-344.","Gcx","147"
